Category,Country,Customer ID,Order Date,Product ID,Return Status,Review Rating,Shipping Method,Discount,Price,Profit,Quantity,Returned Quantity,Shipping Cost,Total Sales
Sports,France,3950,7/17/23,802,No,4,Next Day,22.00%,$183.30 ,$85 ,4,2,$30.70 ,$1K
Sports,France,9209,8/7/23,727,No,4,Next Day,23.00%,$781.40 ,$774 ,6,2,$37.00 ,$4K
Sports,France,8216,4/13/23,84,No,4,Next Day,23.00%,$502.50 ,$908 ,9,2,$34.20 ,$3K
Sports,France,7417,2/3/23,422,No,4,Next Day,27.00%,$845.80 ,$272 ,3,4,$22.10 ,$2K
Sports,France,7579,5/8/23,970,No,5,Next Day,31.00%,$407.10 ,$245 ,3,0,$25.70 ,$1K
Sports,France,7385,9/9/23,259,No,5,Next Day,6.00%,$832.80 ,"$1,425 ",10,3,$6.80 ,$8K
Sports,France,3532,4/26/23,287,No,5,Next Day,7.00%,$671.40 ,$912 ,5,5,$37.20 ,$3K
Sports,France,6175,4/11/23,191,No,5,Next Day,8.00%,$569.00 ,$322 ,5,5,$5.30 ,$3K
Sports,Germany,2865,10/9/23,470,No,1,Next Day,26.00%,$704.20 ,$508 ,6,1,$48.70 ,$3K
Sports,Germany,2059,10/16/23,169,No,2,Next Day,25.00%,$877.60 ,"$1,422 ",8,0,$26.40 ,$5K
Sports,Germany,4774,4/15/23,364,No,2,Next Day,13.00%,$788.80 ,"$1,337 ",10,3,$9.40 ,$7K
Sports,Germany,3706,7/27/23,232,No,2,Next Day,16.00%,$395.50 ,$37 ,1,5,$45.50 ,$0K
Sports,Germany,1987,12/4/23,127,No,3,Next Day,12.00%,$963.00 ,"$1,684 ",7,0,$24.00 ,$6K
Sports,Germany,5633,10/24/23,557,No,3,Next Day,25.00%,$999.90 ,$881 ,8,1,$16.50 ,$6K
Sports,Germany,7998,5/17/23,871,No,3,Next Day,16.00%,$203.70 ,$145 ,3,3,$14.60 ,$1K
Sports,Germany,9872,7/7/23,517,No,4,Next Day,33.00%,$250.20 ,$225 ,5,0,$15.10 ,$1K
Sports,Germany,4476,10/10/23,294,No,4,Next Day,8.00%,$675.00 ,$736 ,6,3,$41.90 ,$4K
Sports,Germany,4111,9/17/23,186,No,4,Next Day,7.00%,$862.40 ,"$1,541 ",8,3,$5.50 ,$6K
Sports,Germany,6119,3/8/23,866,No,5,Next Day,21.00%,$344.70 ,$34 ,1,1,$4.20 ,$0K
Sports,Germany,9301,9/14/23,262,No,5,Next Day,32.00%,$584.80 ,$409 ,4,1,$33.00 ,$2K
Sports,UK,3556,7/27/23,779,No,1,Next Day,9.00%,$79.40 ,$39 ,2,3,$32.30 ,$0K
Sports,UK,3511,10/16/23,747,No,1,Next Day,29.00%,$535.70 ,$447 ,5,4,$18.20 ,$2K
Sports,UK,9784,4/14/23,358,No,1,Next Day,35.00%,$207.00 ,$216 ,7,5,$20.20 ,$1K
Sports,UK,4538,1/10/23,392,No,2,Next Day,25.00%,$107.50 ,$10 ,1,0,$9.90 ,$0K
Sports,UK,2887,12/20/23,194,No,2,Next Day,16.00%,$733.20 ,"$1,294 ",9,0,$41.20 ,$6K
Sports,UK,3373,10/21/23,473,No,2,Next Day,20.00%,$99.80 ,$100 ,5,2,$36.70 ,$0K
Sports,UK,9774,7/6/23,216,No,2,Next Day,34.00%,$329.00 ,$292 ,9,3,$32.10 ,$2K
Sports,UK,2308,5/23/23,253,No,2,Next Day,7.00%,$444.40 ,$355 ,8,5,$7.50 ,$3K
Sports,UK,7842,6/15/23,219,No,3,Next Day,8.00%,$262.70 ,$38 ,1,1,$14.10 ,$0K
Sports,UK,1935,3/2/23,606,No,3,Next Day,20.00%,$634.40 ,$723 ,9,2,$20.90 ,$5K
Sports,UK,4604,4/6/23,882,No,3,Next Day,9.00%,$775.40 ,"$1,600 ",10,2,$23.00 ,$7K
Sports,UK,9818,3/10/23,646,No,4,Next Day,30.00%,$593.10 ,$760 ,7,1,$2.10 ,$3K
Sports,UK,2887,11/23/23,561,No,4,Next Day,22.00%,$43.70 ,$13 ,2,4,$38.50 ,$0K
Sports,UK,8069,4/25/23,326,No,5,Next Day,18.00%,$791.30 ,$611 ,5,0,$41.30 ,$3K
Sports,UK,1036,5/16/23,788,No,5,Next Day,33.00%,$609.40 ,$217 ,2,1,$22.90 ,$1K
Sports,USA,4510,9/27/23,23,No,2,Next Day,9.00%,$38.80 ,$54 ,7,5,$18.40 ,$0K
Sports,USA,7290,12/13/23,898,No,3,Next Day,12.00%,$296.50 ,$271 ,4,0,$33.90 ,$1K
Sports,USA,4482,12/7/23,206,No,3,Next Day,15.00%,$46.60 ,$106 ,9,4,$33.30 ,$0K
Sports,USA,4926,9/17/23,809,No,4,Next Day,14.00%,$159.00 ,$28 ,1,1,$22.40 ,$0K
Sports,USA,4552,11/11/23,52,No,4,Next Day,34.00%,$967.00 ,$445 ,3,1,$5.70 ,$2K
Sports,USA,4777,1/10/23,603,No,4,Next Day,24.00%,$372.70 ,$161 ,4,1,$37.50 ,$1K
Sports,USA,2958,9/8/23,193,No,4,Next Day,22.00%,$540.10 ,$593 ,6,1,$44.90 ,$3K
Sports,USA,6222,8/1/23,345,No,4,Next Day,26.00%,$802.30 ,$151 ,1,4,$46.20 ,$1K
Sports,USA,8453,3/12/23,175,No,4,Next Day,32.00%,$339.50 ,$258 ,7,4,$10.70 ,$2K
Sports,USA,7984,7/12/23,691,No,5,Next Day,17.00%,$850.10 ,"$1,748 ",9,1,$14.20 ,$6K
Books,Canada,2326,11/17/23,968,No,1,Next Day,19.00%,$740.70 ,$548 ,9,5,$46.70 ,$5K
Books,Canada,1975,5/13/23,267,No,2,Next Day,6.00%,$309.80 ,$419 ,6,3,$40.10 ,$2K
Books,Canada,1585,7/25/23,827,No,2,Next Day,18.00%,$471.30 ,$339 ,6,3,$24.40 ,$2K
Books,Canada,6663,4/16/23,141,No,3,Next Day,7.00%,$87.50 ,$219 ,9,0,$4.50 ,$1K
Books,Canada,3675,12/2/23,751,No,3,Next Day,32.00%,$733.40 ,$219 ,2,4,$39.90 ,$1K
Books,Canada,1429,10/6/23,39,No,3,Next Day,31.00%,$389.90 ,$317 ,10,4,$28.30 ,$3K
Books,Canada,5310,4/22/23,108,No,4,Next Day,33.00%,$311.50 ,$534 ,10,1,$29.90 ,$2K
Books,Canada,9341,9/6/23,666,No,4,Next Day,31.00%,$887.70 ,$526 ,5,4,$25.20 ,$3K
Books,Canada,8154,1/9/23,630,No,5,Next Day,20.00%,$308.00 ,$156 ,5,3,$46.10 ,$1K
Books,France,7777,10/24/23,313,No,1,Next Day,35.00%,$869.60 ,$517 ,8,0,$39.40 ,$5K
Books,France,5003,2/3/23,669,No,1,Next Day,9.00%,$337.90 ,$392 ,7,4,$11.00 ,$2K
Books,France,2153,2/18/23,917,No,1,Next Day,19.00%,$741.40 ,"$1,360 ",8,4,$3.80 ,$5K
Books,France,7625,10/16/23,320,No,2,Next Day,26.00%,$763.40 ,$283 ,5,1,$27.10 ,$3K
Books,France,2110,7/12/23,764,No,2,Next Day,6.00%,$375.80 ,$93 ,1,2,$8.70 ,$0K
Books,France,1375,3/8/23,346,No,2,Next Day,19.00%,$873.70 ,"$1,474 ",10,2,$3.10 ,$7K
Books,France,1905,2/19/23,986,No,3,Next Day,29.00%,$782.60 ,$472 ,3,2,$45.30 ,$2K
Books,France,6907,10/1/23,493,No,3,Next Day,16.00%,$600.80 ,$274 ,5,2,$37.70 ,$3K
Books,France,5304,9/26/23,40,No,3,Next Day,34.00%,$352.20 ,$118 ,2,3,$49.00 ,$0K
Books,France,2290,3/9/23,956,No,3,Next Day,33.00%,$702.50 ,$415 ,4,4,$11.70 ,$2K
Books,France,4217,5/12/23,479,No,3,Next Day,29.00%,$475.70 ,$660 ,8,4,$9.90 ,$3K
Books,France,9378,8/17/23,285,No,3,Next Day,18.00%,$121.70 ,$250 ,10,5,$40.10 ,$1K
Books,France,7595,5/24/23,564,No,4,Next Day,8.00%,$505.70 ,$97 ,1,0,$29.60 ,$0K
Books,France,1671,10/4/23,398,No,4,Next Day,35.00%,$938.90 ,$840 ,6,3,$28.10 ,$4K
Books,France,1866,4/11/23,605,No,5,Next Day,37.00%,$518.40 ,$253 ,3,0,$2.10 ,$1K
Books,France,8206,5/7/23,519,No,5,Next Day,37.00%,$458.60 ,$519 ,7,0,$20.50 ,$2K
Books,France,1800,2/9/23,378,No,5,Next Day,9.00%,$396.10 ,$307 ,4,1,$46.80 ,$1K
Books,France,5118,10/16/23,217,No,5,Next Day,30.00%,$24.00 ,$49 ,10,2,$16.70 ,$0K
Books,Germany,7014,10/22/23,155,No,1,Next Day,17.00%,$213.10 ,$98 ,3,1,$38.70 ,$1K
Books,Germany,8933,8/4/23,66,No,1,Next Day,39.00%,$369.00 ,$86 ,2,4,$28.30 ,$0K
Books,Germany,4178,11/3/23,453,No,1,Next Day,15.00%,$743.00 ,"$1,423 ",9,4,$11.30 ,$6K
Books,Germany,6874,1/17/23,363,No,1,Next Day,28.00%,$350.20 ,$191 ,6,5,$39.90 ,$2K
Books,Germany,9634,9/10/23,192,No,1,Next Day,14.00%,$960.80 ,$782 ,7,5,$3.00 ,$6K
Books,Germany,6131,6/10/23,72,No,2,Next Day,26.00%,$424.90 ,$761 ,10,0,$29.00 ,$3K
Books,Germany,7536,12/20/23,475,No,3,Next Day,37.00%,$515.40 ,$583 ,7,1,$27.50 ,$2K
Books,Germany,9652,9/26/23,712,No,4,Next Day,8.00%,$334.10 ,$173 ,5,4,$38.00 ,$2K
Books,Germany,7880,11/9/23,182,No,5,Next Day,5.00%,$500.40 ,$173 ,2,1,$43.80 ,$1K
Books,Germany,5154,5/19/23,930,No,5,Next Day,14.00%,$675.20 ,"$1,190 ",7,1,$5.90 ,$4K
Books,Germany,9444,3/25/23,657,No,5,Next Day,17.00%,$381.00 ,$408 ,10,1,$19.80 ,$3K
Books,Germany,9530,2/16/23,608,No,5,Next Day,39.00%,$795.60 ,$485 ,4,3,$11.50 ,$2K
Books,UK,5303,9/28/23,372,No,1,Next Day,40.00%,$914.70 ,$268 ,2,0,$11.70 ,$1K
Books,UK,7396,9/5/23,336,No,1,Next Day,39.00%,$893.70 ,$73 ,1,1,$24.10 ,$1K
Books,UK,4124,9/10/23,534,No,1,Next Day,40.00%,$102.80 ,$7 ,1,1,$7.20 ,$0K
Books,UK,8276,4/28/23,445,No,1,Next Day,9.00%,$187.30 ,$188 ,4,1,$3.90 ,$1K
Books,UK,9111,4/23/23,407,No,1,Next Day,22.00%,$303.20 ,$242 ,4,2,$7.20 ,$1K
Books,UK,6699,5/15/23,368,No,1,Next Day,39.00%,$914.00 ,$683 ,7,2,$37.60 ,$4K
Books,UK,1931,11/14/23,342,No,1,Next Day,16.00%,$954.00 ,"$1,781 ",10,5,$25.00 ,$8K
Books,UK,2226,8/23/23,326,No,2,Next Day,6.00%,$447.60 ,$649 ,10,0,$9.50 ,$4K
Books,UK,3666,2/23/23,635,No,2,Next Day,14.00%,$597.60 ,$182 ,3,4,$30.90 ,$2K
Books,UK,1677,10/18/23,367,No,2,Next Day,19.00%,$397.00 ,$447 ,9,5,$16.50 ,$3K
Books,UK,3413,5/25/23,841,No,3,Next Day,27.00%,$240.50 ,$282 ,10,0,$5.50 ,$2K
Books,UK,8917,8/25/23,704,No,3,Next Day,30.00%,$859.20 ,$634 ,6,2,$24.70 ,$4K
Books,UK,4680,4/25/23,250,No,3,Next Day,10.00%,$130.80 ,$190 ,6,3,$19.20 ,$1K
Books,UK,2065,2/14/23,422,No,4,Next Day,26.00%,$297.30 ,$533 ,10,3,$45.60 ,$2K
Books,UK,8513,10/20/23,784,No,4,Next Day,23.00%,$549.20 ,$96 ,1,4,$15.60 ,$0K
Books,UK,2163,7/7/23,279,No,4,Next Day,20.00%,$394.80 ,$82 ,1,5,$9.50 ,$0K
Books,UK,8855,4/27/23,384,No,5,Next Day,18.00%,$690.60 ,$125 ,1,3,$45.00 ,$1K
Books,UK,4168,12/23/23,243,No,5,Next Day,24.00%,$133.80 ,$93 ,4,4,$21.80 ,$0K
Books,UK,5099,5/12/23,35,No,5,Next Day,21.00%,$816.90 ,$222 ,2,5,$23.60 ,$1K
Books,USA,5134,7/2/23,444,No,1,Next Day,27.00%,$708.70 ,$409 ,3,0,$22.50 ,$2K
Books,USA,7600,5/23/23,263,No,1,Next Day,17.00%,$442.00 ,$517 ,5,1,$35.70 ,$2K
Books,USA,7991,11/12/23,926,No,2,Next Day,35.00%,$322.50 ,$122 ,4,2,$43.80 ,$1K
Books,USA,3677,3/10/23,238,No,2,Next Day,19.00%,$936.80 ,"$1,094 ",7,3,$11.70 ,$5K
Books,USA,2458,3/2/23,381,No,3,Next Day,9.00%,$551.30 ,$108 ,2,2,$28.30 ,$1K
Books,USA,9498,5/22/23,487,No,3,Next Day,18.00%,$46.80 ,$35 ,4,2,$26.00 ,$0K
Books,USA,2817,11/22/23,140,No,3,Next Day,24.00%,$347.80 ,$238 ,6,4,$20.70 ,$2K
Books,USA,8370,7/13/23,726,No,4,Next Day,14.00%,$959.30 ,"$1,098 ",8,0,$18.10 ,$7K
Books,USA,6645,11/13/23,336,No,4,Next Day,28.00%,$976.30 ,$106 ,1,3,$13.90 ,$1K
Books,USA,9734,9/19/23,711,No,5,Next Day,17.00%,$743.00 ,$549 ,3,0,$10.70 ,$2K
Books,USA,8511,3/26/23,31,No,5,Next Day,31.00%,$405.90 ,$604 ,10,4,$43.70 ,$3K
Clothing,Canada,9298,6/13/23,864,No,1,Next Day,25.00%,$634.10 ,$374 ,3,0,$30.30 ,$1K
Clothing,Canada,6994,10/21/23,95,No,1,Next Day,24.00%,$749.90 ,$160 ,1,2,$4.80 ,$1K
Clothing,Canada,7904,4/7/23,984,No,1,Next Day,16.00%,$883.10 ,$418 ,5,2,$38.10 ,$4K
Clothing,Canada,2960,2/22/23,527,No,1,Next Day,32.00%,$795.10 ,$136 ,1,5,$37.90 ,$1K
Clothing,Canada,3926,5/23/23,241,No,2,Next Day,18.00%,$755.20 ,$105 ,1,2,$36.80 ,$1K
Clothing,Canada,7176,1/2/23,745,No,2,Next Day,13.00%,$751.20 ,$280 ,2,4,$16.40 ,$1K
Clothing,Canada,8470,12/4/23,250,No,2,Next Day,29.00%,$146.90 ,$85 ,3,5,$3.00 ,$0K
Clothing,Canada,3998,4/25/23,931,No,3,Next Day,18.00%,$604.00 ,$115 ,1,0,$15.00 ,$0K
Clothing,Canada,9024,11/14/23,353,No,3,Next Day,14.00%,$435.70 ,$625 ,10,1,$18.30 ,$4K
Clothing,Canada,6154,1/17/23,910,No,3,Next Day,30.00%,$162.90 ,$31 ,2,4,$39.10 ,$0K
Clothing,Canada,5996,7/8/23,908,No,3,Next Day,21.00%,$260.40 ,$350 ,9,5,$22.10 ,$2K
Clothing,Canada,3557,6/20/23,778,No,5,Next Day,20.00%,$255.10 ,$357 ,7,2,$9.90 ,$1K
Clothing,Canada,2820,8/15/23,241,No,5,Next Day,26.00%,$640.10 ,$708 ,9,5,$23.20 ,$4K
Clothing,France,7464,8/14/23,704,No,1,Next Day,16.00%,$509.80 ,$655 ,6,0,$8.20 ,$3K
Clothing,France,3196,4/27/23,281,No,1,Next Day,9.00%,$638.10 ,$221 ,2,1,$37.60 ,$1K
Clothing,France,2109,6/9/23,971,No,1,Next Day,14.00%,$586.70 ,$744 ,10,1,$44.80 ,$5K
Clothing,France,4916,8/4/23,553,No,1,Next Day,20.00%,$907.60 ,$404 ,3,2,$10.20 ,$2K
Clothing,France,2929,6/4/23,952,No,2,Next Day,15.00%,$826.90 ,$435 ,3,5,$28.10 ,$2K
Clothing,France,6746,5/10/23,467,No,3,Next Day,24.00%,$122.80 ,$68 ,6,1,$43.90 ,$1K
Clothing,France,3457,1/15/23,764,No,3,Next Day,26.00%,$281.30 ,$242 ,7,2,$3.60 ,$1K
Clothing,France,6155,6/22/23,549,No,4,Next Day,30.00%,$718.10 ,$254 ,2,0,$42.20 ,$1K
Clothing,France,4802,2/13/23,269,No,4,Next Day,32.00%,$152.70 ,$62 ,5,0,$41.00 ,$1K
Clothing,France,6175,10/19/23,941,No,4,Next Day,21.00%,$466.20 ,$525 ,6,1,$35.00 ,$2K
Clothing,France,5693,6/3/23,896,No,4,Next Day,9.00%,$318.40 ,$78 ,1,2,$49.50 ,$0K
Clothing,France,2411,10/12/23,836,No,4,Next Day,29.00%,$772.80 ,$939 ,6,2,$35.50 ,$3K
Clothing,France,4356,8/18/23,798,No,4,Next Day,39.00%,$453.50 ,$526 ,7,4,$23.70 ,$2K
Clothing,France,3200,10/3/23,834,No,5,Next Day,32.00%,$413.20 ,$369 ,5,2,$45.90 ,$1K
Clothing,France,3881,5/27/23,791,No,5,Next Day,16.00%,$264.30 ,$357 ,7,2,$2.80 ,$2K
Clothing,France,9058,8/13/23,587,No,5,Next Day,23.00%,$422.40 ,$69 ,1,4,$5.20 ,$0K
Clothing,France,9322,8/23/23,325,No,5,Next Day,26.00%,$199.90 ,$180 ,9,4,$36.00 ,$1K
Clothing,Germany,7171,7/9/23,815,No,1,Next Day,15.00%,$409.80 ,$147 ,2,2,$4.90 ,$1K
Clothing,Germany,6350,1/6/23,606,No,2,Next Day,10.00%,$120.30 ,$87 ,6,0,$46.00 ,$1K
Clothing,Germany,6807,11/11/23,914,No,2,Next Day,34.00%,$256.00 ,$74 ,2,3,$37.70 ,$0K
Clothing,Germany,1027,1/16/23,122,No,2,Next Day,20.00%,$857.60 ,$468 ,4,3,$39.80 ,$3K
Clothing,Germany,7509,3/12/23,286,No,2,Next Day,22.00%,$968.20 ,"$1,388 ",8,3,$12.30 ,$6K
Clothing,Germany,4565,7/11/23,295,No,2,Next Day,36.00%,$450.40 ,$221 ,4,4,$19.40 ,$1K
Clothing,Germany,2770,12/19/23,288,No,3,Next Day,6.00%,$727.30 ,$104 ,1,0,$49.90 ,$1K
Clothing,Germany,7628,4/13/23,447,No,3,Next Day,7.00%,$890.40 ,$310 ,3,0,$3.00 ,$2K
Clothing,Germany,3681,8/5/23,373,No,3,Next Day,26.00%,$570.60 ,$976 ,8,0,$10.10 ,$3K
Clothing,Germany,1919,8/10/23,858,No,3,Next Day,33.00%,$824.80 ,$503 ,4,1,$45.60 ,$2K
Clothing,Germany,4676,4/7/23,316,No,3,Next Day,37.00%,$637.60 ,$473 ,5,3,$25.30 ,$2K
Clothing,Germany,8114,7/3/23,102,No,4,Next Day,9.00%,$920.00 ,"$1,152 ",8,1,$29.20 ,$7K
Clothing,Germany,4040,5/18/23,808,No,4,Next Day,23.00%,$344.60 ,$613 ,8,3,$24.70 ,$2K
Clothing,Germany,2912,3/21/23,239,No,4,Next Day,28.00%,$573.30 ,$210 ,2,5,$4.70 ,$1K
Clothing,Germany,2142,12/24/23,795,No,5,Next Day,39.00%,$84.50 ,$105 ,9,1,$40.50 ,$0K
Clothing,Germany,4412,2/24/23,623,No,5,Next Day,29.00%,$331.60 ,$594 ,10,3,$44.10 ,$2K
Clothing,Germany,6191,5/5/23,265,No,5,Next Day,11.00%,$441.80 ,$190 ,2,5,$40.50 ,$1K
Clothing,UK,7479,4/8/23,449,No,1,Next Day,16.00%,$326.00 ,$308 ,5,0,$19.60 ,$1K
Clothing,UK,2611,3/1/23,893,No,1,Next Day,17.00%,$166.10 ,$227 ,7,4,$9.20 ,$1K
Clothing,UK,2286,2/24/23,360,No,2,Next Day,18.00%,$401.20 ,$125 ,2,0,$10.30 ,$1K
Clothing,UK,6260,3/10/23,70,No,2,Next Day,28.00%,$717.30 ,$580 ,6,4,$49.20 ,$3K
Clothing,UK,9038,6/5/23,395,No,3,Next Day,40.00%,$204.80 ,$225 ,7,0,$32.90 ,$1K
Clothing,UK,4577,5/2/23,478,No,3,Next Day,8.00%,$476.30 ,$821 ,8,5,$25.20 ,$4K
Clothing,UK,1290,7/17/23,11,No,4,Next Day,38.00%,$336.20 ,$282 ,5,0,$19.70 ,$1K
Clothing,UK,3363,5/21/23,988,No,4,Next Day,34.00%,$68.90 ,$94 ,7,0,$38.20 ,$0K
Clothing,UK,9977,8/8/23,760,No,4,Next Day,34.00%,$590.50 ,$178 ,3,1,$9.90 ,$1K
Clothing,UK,8680,12/9/23,17,No,4,Next Day,10.00%,$932.40 ,"$1,538 ",9,2,$10.80 ,$8K
Clothing,UK,3835,4/28/23,979,No,4,Next Day,19.00%,$818.10 ,$965 ,7,3,$48.90 ,$5K
Clothing,UK,3787,12/22/23,322,No,5,Next Day,28.00%,$265.70 ,$203 ,7,3,$18.20 ,$1K
Clothing,USA,6717,1/12/23,582,No,1,Next Day,25.00%,$861.10 ,"$1,078 ",6,1,$2.30 ,$4K
Clothing,USA,3067,12/5/23,296,No,1,Next Day,24.00%,$58.70 ,$67 ,10,1,$35.80 ,$0K
Clothing,USA,6595,11/24/23,333,No,2,Next Day,16.00%,$288.90 ,$59 ,1,1,$10.40 ,$0K
Clothing,USA,7309,7/24/23,853,No,2,Next Day,40.00%,$959.70 ,"$1,090 ",8,1,$49.90 ,$5K
Clothing,USA,5459,7/27/23,74,No,2,Next Day,35.00%,$625.60 ,$615 ,6,4,$39.90 ,$2K
Clothing,USA,9986,2/9/23,885,No,2,Next Day,39.00%,$914.30 ,$984 ,8,4,$28.40 ,$4K
Clothing,USA,9799,12/5/23,664,No,3,Next Day,29.00%,$624.20 ,$761 ,7,3,$19.10 ,$3K
Clothing,USA,1819,1/19/23,998,No,3,Next Day,36.00%,$474.40 ,$103 ,2,5,$14.20 ,$1K
Clothing,USA,8483,3/6/23,923,No,4,Next Day,12.00%,$371.60 ,$72 ,1,0,$24.30 ,$0K
Clothing,USA,5146,1/27/23,551,No,4,Next Day,22.00%,$405.90 ,$599 ,7,0,$32.30 ,$2K
Clothing,USA,2931,3/4/23,762,No,4,Next Day,27.00%,$805.30 ,$491 ,5,2,$27.20 ,$3K
Clothing,USA,3245,12/13/23,354,No,4,Next Day,21.00%,$805.30 ,$88 ,1,4,$3.70 ,$1K
Clothing,USA,2552,7/7/23,904,No,5,Next Day,11.00%,$147.80 ,$39 ,1,0,$41.90 ,$0K
Clothing,USA,4290,3/6/23,354,No,5,Next Day,26.00%,$703.70 ,$343 ,3,1,$11.90 ,$2K
Clothing,USA,1793,12/20/23,465,No,5,Next Day,9.00%,$58.30 ,$33 ,3,3,$38.60 ,$0K
Electronics,Canada,9982,9/13/23,321,No,1,Next Day,7.00%,$771.30 ,$745 ,5,3,$5.00 ,$4K
Electronics,Canada,8534,8/5/23,700,No,1,Next Day,6.00%,$303.10 ,$255 ,6,3,$36.80 ,$2K
Electronics,Canada,4655,6/1/23,923,No,2,Next Day,23.00%,$132.20 ,$108 ,9,4,$49.60 ,$1K
Electronics,Canada,7266,2/4/23,76,No,2,Next Day,23.00%,$286.90 ,$313 ,10,4,$10.60 ,$2K
Electronics,Canada,7411,11/28/23,550,No,3,Next Day,26.00%,$282.70 ,$45 ,1,3,$46.00 ,$0K
Electronics,Canada,8313,4/16/23,826,No,4,Next Day,7.00%,$611.80 ,$86 ,1,1,$17.90 ,$1K
Electronics,Canada,7618,2/18/23,163,No,4,Next Day,28.00%,$845.80 ,$87 ,1,3,$45.50 ,$1K
Electronics,Canada,1544,4/28/23,717,No,4,Next Day,29.00%,$854.20 ,$703 ,5,4,$43.40 ,$3K
Electronics,Canada,8026,1/21/23,333,No,5,Next Day,20.00%,$497.40 ,$57 ,1,2,$29.60 ,$0K
Electronics,Canada,1707,1/22/23,679,No,5,Next Day,36.00%,$549.60 ,$406 ,10,3,$16.70 ,$4K
Electronics,France,9284,2/8/23,873,No,1,Next Day,30.00%,$545.90 ,$242 ,3,0,$45.00 ,$1K
Electronics,France,9871,8/18/23,498,No,1,Next Day,25.00%,$796.90 ,$393 ,6,0,$7.00 ,$4K
Electronics,France,8287,2/7/23,562,No,1,Next Day,14.00%,$706.50 ,$204 ,3,1,$45.00 ,$2K
Electronics,France,5925,9/19/23,435,No,1,Next Day,28.00%,$633.60 ,"$1,029 ",8,2,$49.80 ,$4K
Electronics,France,8934,8/20/23,344,No,1,Next Day,14.00%,$776.80 ,$571 ,3,4,$17.70 ,$2K
Electronics,France,5785,6/21/23,282,No,3,Next Day,5.00%,$695.10 ,$71 ,1,1,$27.50 ,$1K
Electronics,France,3009,9/12/23,367,No,3,Next Day,11.00%,$436.30 ,$459 ,4,4,$21.80 ,$2K
Electronics,France,4114,9/5/23,898,No,4,Next Day,37.00%,$880.20 ,$130 ,1,0,$17.80 ,$1K
Electronics,France,8957,9/27/23,681,No,4,Next Day,16.00%,$414.90 ,$133 ,2,1,$16.40 ,$1K
Electronics,France,9578,5/1/23,195,No,4,Next Day,31.00%,$61.50 ,$36 ,4,2,$47.40 ,$0K
Electronics,France,3738,9/24/23,536,No,4,Next Day,26.00%,$470.00 ,$629 ,9,2,$31.10 ,$3K
Electronics,France,4688,1/12/23,154,No,4,Next Day,29.00%,$495.40 ,$156 ,4,3,$9.80 ,$1K
Electronics,France,3793,6/5/23,491,No,4,Next Day,39.00%,$887.70 ,$667 ,8,4,$39.10 ,$4K
Electronics,France,9238,12/14/23,474,No,4,Next Day,11.00%,$333.10 ,$152 ,3,5,$26.70 ,$1K
Electronics,France,7097,6/19/23,725,No,4,Next Day,17.00%,$284.20 ,$342 ,9,5,$43.30 ,$2K
Electronics,France,6656,5/28/23,670,No,5,Next Day,12.00%,$67.90 ,$8 ,1,0,$38.60 ,$0K
Electronics,France,4228,7/12/23,908,No,5,Next Day,11.00%,$588.10 ,$277 ,2,3,$46.70 ,$1K
Electronics,France,5906,11/18/23,586,No,5,Next Day,28.00%,$922.40 ,$957 ,6,3,$34.40 ,$4K
Electronics,Germany,3983,11/11/23,529,No,1,Next Day,12.00%,$549.50 ,$170 ,3,0,$37.90 ,$1K
Electronics,Germany,2331,4/2/23,913,No,1,Next Day,38.00%,$561.00 ,$627 ,10,2,$25.60 ,$3K
Electronics,Germany,7410,3/5/23,932,No,2,Next Day,11.00%,$110.40 ,$107 ,4,2,$44.50 ,$0K
Electronics,Germany,9853,3/27/23,691,No,2,Next Day,22.00%,$988.60 ,"$1,291 ",8,4,$43.00 ,$6K
Electronics,Germany,2361,8/3/23,650,No,3,Next Day,26.00%,$139.20 ,$237 ,10,2,$11.50 ,$1K
Electronics,Germany,3331,3/26/23,595,No,3,Next Day,6.00%,$436.70 ,$245 ,5,5,$30.40 ,$2K
Electronics,Germany,7577,6/14/23,933,No,5,Next Day,35.00%,$374.80 ,$65 ,2,2,$41.90 ,$0K
Electronics,Germany,4995,12/23/23,989,No,5,Next Day,30.00%,$111.30 ,$118 ,6,2,$24.90 ,$0K
Electronics,UK,5814,1/12/23,325,No,1,Next Day,9.00%,$504.00 ,"$1,100 ",10,3,$49.20 ,$5K
Electronics,UK,3630,10/1/23,922,No,1,Next Day,37.00%,$862.00 ,$286 ,2,5,$5.80 ,$1K
Electronics,UK,7474,12/22/23,514,No,2,Next Day,7.00%,$689.90 ,$511 ,6,0,$19.20 ,$4K
Electronics,UK,2516,3/9/23,261,No,3,Next Day,12.00%,$511.60 ,$73 ,1,3,$41.10 ,$0K
Electronics,UK,7953,1/2/23,504,No,3,Next Day,32.00%,$163.20 ,$93 ,3,4,$35.10 ,$0K
Electronics,UK,2124,10/13/23,425,No,3,Next Day,33.00%,$715.20 ,$129 ,1,5,$40.80 ,$0K
Electronics,UK,8639,4/24/23,148,No,4,Next Day,28.00%,$863.20 ,$835 ,7,0,$40.20 ,$4K
Electronics,UK,7300,6/21/23,125,No,4,Next Day,11.00%,$591.60 ,$422 ,5,1,$6.10 ,$3K
Electronics,UK,4014,4/6/23,997,No,4,Next Day,36.00%,$670.10 ,$728 ,7,2,$6.50 ,$3K
